ResID;Ressource;TribuID;SquadID;SocieteID;TypeRessource;Profil;DateEntree;DateSortie;TJM_EUR;CoutJournalier_EUR;TauxActivite;TauxAbsence;FTE
RES0666;Ressource 0666;T03;T03-S01;SOC02;Externe;PU;2022-08-18;;794;1048;0,7223;0,0297;1,00
RES0667;Ressource 0667;T11;T11-S03;SOC01;Externe;ADC;2025-03-24;;504;676;0,8507;0,0326;0,50
RES0668;Ressource 0668;T05;T05-S04;SOC02;Externe;ADC;2023-05-10;;659;745;0,8414;0,1813;1,00
RES0669;Ressource 0669;T08;T08-S01;SOC99;Interne;Interne;2026-02-23;;527;680;0,7431;0,1364;0,80
RES0670;Ressource 0670;T10;T10-S02;SOC02;Externe;ADC;2023-12-03;;560;654;0,8788;0,1677;0,80
RES0671;Ressource 0671;T06;T06-S03;SOC01;Externe;ADC;2024-06-21;;545;656;0,7021;0,1333;0,50
RES0672;Ressource 0672;T04;T04-S03;SOC04;Externe;ADC;2023-10-03;;577;714;0,9074;0,0163;1,00
RES0673;Ressource 0673;T01;T01-S02;SOC03;Externe;PU;2022-12-21;;694;876;0,7784;0,1268;1,00
RES0674;Ressource 0674;T04;T04-S03;SOC01;Externe;ADC;2025-04-12;;742;876;0,7372;0,1125;1,00
RES0675;Ressource 0675;T04;T04-S05;SOC03;Externe;ADC;2026-02-25;;664;860;0,6316;0,0916;0,60
RES0676;Ressource 0676;T01;T01-S05;SOC03;Externe;PU;2025-03-12;;891;1070;0,9360;0,1298;0,60
RES0677;Ressource 0677;T09;T09-S01;SOC99;Alternant;Alternant;2024-07-25;2025-05-21;197;218;0,8679;0,1176;0,80
RES0678;Ressource 0678;T02;T02-S01;SOC03;Externe;ADC;2025-04-24;;663;884;0,7903;0,1514;1,00
RES0679;Ressource 0679;T12;T12-S05;SOC03;Externe;ADC;2024-08-24;;681;815;0,8663;0,0831;1,00
RES0680;Ressource 0680;T06;T06-S03;SOC02;Externe;ADC;2025-05-10;;663;733;0,6428;0,1726;1,00
RES0681;Ressource 0681;T04;T04-S05;SOC01;Externe;ADC;2022-07-16;;722;824;0,9636;0,1433;1,00
RES0682;Ressource 0682;T10;T10-S05;SOC02;Externe;ADC;2026-03-14;2027-01-16;606;775;0,8976;0,0631;0,60
RES0683;Ressource 0683;T11;T11-S04;SOC01;Externe;PU;2022-08-10;2025-08-16;947;1160;0,9949;0,1844;1,00
RES0684;Ressource 0684;T03;T03-S03;SOC01;Externe;ADC;2022-08-29;;678;870;0,7775;0,1855;1,00
RES0685;Ressource 0685;T01;T01-S05;SOC06;Externe;ADC;2025-05-31;;662;775;0,8520;0,0482;1,00
RES0686;Ressource 0686;T02;T02-S02;SOC99;Interne;Interne;2022-10-23;;540;711;0,6561;0,0685;1,00
RES0687;Ressource 0687;T04;T04-S05;SOC99;Interne;Interne;2025-01-09;;611;746;0,6532;0,0143;1,00
RES0688;Ressource 0688;T02;T02-S03;SOC01;Externe;ADC;2025-10-15;;623;716;0,7346;0,1370;1,00
RES0689;Ressource 0689;T01;T01-S01;SOC03;Externe;ADC;2025-06-24;;548;626;0,6591;0,1129;1,00
RES0690;Ressource 0690;T02;T02-S04;SOC03;Externe;ADC;2022-11-27;2027-06-15;763;989;0,7820;0,1052;1,00
RES0691;Ressource 0691;T03;T03-S01;SOC02;Externe;PU;2023-11-26;2027-01-09;940;1095;0,7182;0,0443;1,00
RES0692;Ressource 0692;T02;T02-S03;SOC02;Externe;ADC;2025-08-30;2026-09-03;580;718;0,6536;0,0058;1,00
RES0693;Ressource 0693;T12;T12-S05;SOC01;Externe;ADC;2026-02-04;2026-12-05;697;809;0,8994;0,1628;0,80
RES0694;Ressource 0694;T05;T05-S01;SOC99;Interne;Interne;2023-01-24;2025-09-13;488;513;0,8046;0,1154;0,50
RES0695;Ressource 0695;T03;T03-S03;SOC06;Externe;ADC;2024-11-23;;623;698;0,6533;0,0524;0,80
RES0696;Ressource 0696;T05;T05-S01;SOC05;Externe;ADC;2023-05-27;;733;845;0,7257;0,0784;0,80
RES0697;Ressource 0697;T02;T02-S04;SOC04;Externe;PU;2026-01-22;;663;839;0,6847;0,0595;0,80
RES0698;Ressource 0698;T02;T02-S04;SOC99;Interne;Interne;2022-08-20;2026-12-31;524;659;0,8198;0,0431;0,50
RES0699;Ressource 0699;T08;T08-S05;SOC01;Externe;PU;2024-04-27;2027-03-17;879;974;0,8968;0,0337;1,00
RES0700;Ressource 0700;T11;T11-S04;SOC02;Externe;ADC;2026-01-10;;512;582;0,6499;0,0966;0,50
RES0701;Ressource 0701;T01;T01-S02;SOC01;Externe;ADC;2024-06-11;;627;742;0,7529;0,1420;0,50
RES0702;Ressource 0702;T06;T06-S01;SOC99;Interne;Interne;2026-02-25;2027-01-12;436;469;0,7618;0,1173;1,00
RES0703;Ressource 0703;T07;T07-S03;SOC01;Externe;ADC;2024-08-16;;553;656;0,8223;0,0275;1,00
RES0704;Ressource 0704;T04;T04-S02;SOC01;Externe;ADC;2026-05-09;;755;903;0,8877;0,1162;0,80
RES0705;Ressource 0705;T04;T04-S01;SOC01;Externe;ADC;2024-12-04;2026-08-11;566;654;0,7388;0,1117;0,60
RES0706;Ressource 0706;T01;T01-S03;SOC99;Interne;Interne;2024-11-30;;550;685;0,6208;0,1272;1,00
RES0707;Ressource 0707;T12;T12-S01;SOC99;Stagiaire;Stagiaire;2025-07-19;;127;143;0,9219;0,1430;0,60
RES0708;Ressource 0708;T04;T04-S03;SOC02;Externe;ADC;2026-04-19;;490;649;0,9289;0,0171;1,00
RES0709;Ressource 0709;T07;T07-S04;SOC02;Externe;ADC;2025-12-03;;486;547;0,6770;0,1176;0,60
RES0710;Ressource 0710;T01;T01-S02;SOC01;Externe;PU;2023-06-15;;718;772;0,8427;0,0600;1,00
RES0711;Ressource 0711;T05;T05-S05;SOC99;Alternant;Alternant;2023-10-22;;255;335;0,9947;0,1364;0,80
RES0712;Ressource 0712;T02;T02-S02;SOC01;Externe;PU;2023-09-09;;803;896;0,7708;0,1456;0,60
RES0713;Ressource 0713;T01;T01-S02;SOC01;Externe;ADC;2023-12-09;;653;790;0,7328;0,0874;1,00
RES0714;Ressource 0714;T01;T01-S05;SOC99;Interne;Interne;2023-02-27;;412;492;0,8076;0,1548;1,00
RES0715;Ressource 0715;T08;T08-S03;SOC99;Alternant;Alternant;2026-01-23;;236;310;0,8819;0,0777;0,80
RES0716;Ressource 0716;T07;T07-S04;SOC99;Interne;Interne;2023-06-02;;467;627;0,7518;0,1830;0,80
RES0717;Ressource 0717;T09;T09-S05;SOC02;Externe;ADC;2022-12-29;2027-06-08;697;763;0,8614;0,1816;0,60
RES0718;Ressource 0718;T01;T01-S01;SOC04;Externe;ADC;2023-02-10;;767;918;0,9138;0,1221;0,50
RES0719;Ressource 0719;T12;T12-S02;SOC02;Externe;ADC;2023-08-13;;566;758;0,6965;0,1699;1,00
RES0720;Ressource 0720;T01;T01-S01;SOC01;Externe;ADC;2024-12-29;;665;883;0,7578;0,0176;1,00
RES0721;Ressource 0721;T02;T02-S01;SOC01;Externe;ADC;2024-02-04;2025-09-09;689;793;0,8766;0,1608;0,50
RES0722;Ressource 0722;T06;T06-S01;SOC02;Externe;PU;2023-03-07;2027-06-19;963;1167;0,6345;0,0649;1,00
RES0723;Ressource 0723;T01;T01-S02;SOC99;Interne;Interne;2026-02-01;2026-10-29;617;765;0,9249;0,0290;0,60
RES0724;Ressource 0724;T11;T11-S03;SOC02;Externe;PU;2023-10-23;;732;893;0,9988;0,0341;0,60
RES0725;Ressource 0725;T02;T02-S04;SOC99;Interne;Interne;2024-09-08;;461;541;0,8000;0,1415;0,80
RES0726;Ressource 0726;T12;T12-S03;SOC03;Externe;PU;2023-11-18;2025-09-01;723;861;0,7331;0,0325;1,00
RES0727;Ressource 0727;T01;T01-S03;SOC99;Interne;Interne;2022-08-16;;591;725;0,6953;0,0677;0,80
RES0728;Ressource 0728;T06;T06-S04;SOC99;Interne;Interne;2022-10-11;2025-07-07;487;612;0,7824;0,0485;1,00
RES0729;Ressource 0729;T04;T04-S03;SOC01;Externe;ADC;2024-10-21;2026-11-19;551;677;0,6531;0,0269;0,50
RES0730;Ressource 0730;T08;T08-S01;SOC01;Externe;ADC;2022-12-27;;671;755;0,9313;0,0158;0,80
RES0731;Ressource 0731;T10;T10-S02;SOC01;Externe;ADC;2023-05-04;2026-10-16;658;737;0,8205;0,1026;1,00
RES0732;Ressource 0732;T10;T10-S01;SOC03;Externe;ADC;2023-07-02;2026-09-19;490;620;0,8685;0,1704;0,80
RES0733;Ressource 0733;T05;T05-S02;SOC99;Interne;Interne;2023-03-25;;524;695;0,8174;0,0926;0,60
RES0734;Ressource 0734;T02;T02-S02;SOC04;Externe;PU;2022-11-25;;911;1195;0,6323;0,1604;0,50
RES0735;Ressource 0735;T03;T03-S02;SOC01;Externe;PU;2023-02-16;;905;1084;0,9720;0,1792;1,00
RES0736;Ressource 0736;T09;T09-S05;SOC99;Interne;Interne;2024-06-28;;617;710;0,8989;0,0342;0,80
RES0737;Ressource 0737;T06;T06-S03;SOC99;Interne;Interne;2023-12-04;;549;731;0,6503;0,0537;0,50
RES0738;Ressource 0738;T01;T01-S04;SOC04;Externe;ADC;2025-04-05;;615;668;0,9040;0,0625;0,50
RES0739;Ressource 0739;T06;T06-S05;SOC02;Externe;ADC;2023-07-30;;776;941;0,8302;0,1005;1,00
RES0740;Ressource 0740;T01;T01-S05;SOC99;Interne;Interne;2024-10-02;2025-07-29;532;569;0,9924;0,0730;0,80
RES0741;Ressource 0741;T03;T03-S02;SOC01;Externe;ADC;2023-11-26;;625;741;0,8030;0,0428;0,60
RES0742;Ressource 0742;T06;T06-S05;SOC99;Interne;Interne;2025-03-30;2026-10-07;520;626;0,8514;0,1654;0,60
RES0743;Ressource 0743;T05;T05-S03;SOC99;Interne;Interne;2026-01-30;;435;562;0,9705;0,0149;1,00
RES0744;Ressource 0744;T02;T02-S01;SOC99;Interne;Interne;2025-09-02;;531;565;0,6593;0,0870;1,00
RES0745;Ressource 0745;T09;T09-S03;SOC99;Interne;Interne;2024-12-07;;461;501;0,6766;0,0734;0,60
RES0746;Ressource 0746;T06;T06-S01;SOC99;Alternant;Alternant;2025-12-02;;199;239;0,8019;0,1623;0,50
RES0747;Ressource 0747;T10;T10-S04;SOC01;Externe;ADC;2023-05-28;;533;679;0,9865;0,0725;1,00
RES0748;Ressource 0748;T02;T02-S03;SOC05;Externe;ADC;2025-01-01;2026-11-07;713;857;0,7906;0,0265;0,50
RES0749;Ressource 0749;T04;T04-S05;SOC99;Interne;Interne;2024-11-29;;404;541;0,9547;0,1207;1,00
RES0750;Ressource 0750;T03;T03-S05;SOC05;Externe;PU;2024-01-08;;628;709;0,7077;0,0791;0,80
RES0751;Ressource 0751;T02;T02-S01;SOC01;Externe;ADC;2024-09-25;2026-02-04;684;783;0,7738;0,1553;1,00
RES0752;Ressource 0752;T04;T04-S05;SOC99;Interne;Interne;2024-10-23;2026-12-15;456;512;0,8130;0,0333;1,00
RES0753;Ressource 0753;T03;T03-S01;SOC99;Interne;Interne;2023-12-18;;589;684;0,7338;0,1872;0,60
RES0754;Ressource 0754;T01;T01-S03;SOC99;Alternant;Alternant;2025-11-09;;180;197;0,8711;0,0091;0,60
RES0755;Ressource 0755;T04;T04-S04;SOC02;Externe;ADC;2023-06-09;2027-04-04;732;946;0,8485;0,0251;1,00
RES0756;Ressource 0756;T07;T07-S03;SOC02;Externe;ADC;2026-02-21;2028-02-20;583;680;0,8147;0,0118;0,60
RES0757;Ressource 0757;T07;T07-S04;SOC04;Externe;ADC;2023-12-19;;518;687;0,8730;0,1523;0,60
RES0758;Ressource 0758;T01;T01-S04;SOC05;Externe;ADC;2024-07-07;;496;650;0,6418;0,1484;0,60
RES0759;Ressource 0759;T04;T04-S05;SOC01;Externe;PU;2026-03-22;;886;1121;0,9354;0,1663;1,00
RES0760;Ressource 0760;T03;T03-S05;SOC02;Externe;ADC;2023-12-04;2025-12-27;651;830;0,6400;0,0170;0,80
RES0761;Ressource 0761;T05;T05-S05;SOC01;Externe;ADC;2023-07-24;;757;853;0,8167;0,1459;1,00
RES0762;Ressource 0762;T03;T03-S03;SOC99;Interne;Interne;2024-08-16;;432;577;0,6956;0,0923;0,60
RES0763;Ressource 0763;T06;T06-S02;SOC99;Interne;Interne;2022-08-06;2026-05-06;509;650;0,6801;0,0994;1,00
RES0764;Ressource 0764;T01;T01-S02;SOC04;Externe;ADC;2022-12-08;;543;606;0,7268;0,0021;0,60
RES0765;Ressource 0765;T07;T07-S05;SOC01;Externe;PU;2026-02-08;2026-11-06;729;982;0,7454;0,0772;1,00
RES0766;Ressource 0766;T05;T05-S01;SOC06;Externe;PU;2025-08-08;;767;832;0,9777;0,0375;0,60
RES0767;Ressource 0767;T10;T10-S01;SOC02;Externe;PU;2025-02-02;;707;908;0,9633;0,0961;1,00
RES0768;Ressource 0768;T09;T09-S04;SOC02;Externe;ADC;2024-07-08;;643;750;0,7521;0,0978;0,60
RES0769;Ressource 0769;T05;T05-S03;SOC03;Externe;ADC;2025-07-21;2026-05-18;506;544;0,7956;0,0102;0,50
RES0770;Ressource 0770;T06;T06-S01;SOC99;Interne;Interne;2024-07-28;2025-12-15;578;702;0,6499;0,0035;0,50
RES0771;Ressource 0771;T01;T01-S01;SOC01;Externe;ADC;2023-04-24;;612;780;0,8704;0,1265;1,00
RES0772;Ressource 0772;T07;T07-S01;SOC99;Interne;Interne;2024-09-05;;494;651;0,9575;0,1024;0,50
RES0773;Ressource 0773;T11;T11-S01;SOC01;Externe;ADC;2024-11-08;2026-07-21;578;678;0,9407;0,1036;0,50
RES0774;Ressource 0774;T03;T03-S05;SOC99;Interne;Interne;2022-10-30;;570;738;0,6240;0,1141;1,00
RES0775;Ressource 0775;T07;T07-S05;SOC06;Externe;ADC;2025-06-18;2026-07-16;700;921;0,8571;0,0470;0,80
RES0776;Ressource 0776;T12;T12-S02;SOC99;Interne;Interne;2023-06-11;2025-10-21;581;741;0,9954;0,0041;0,60
RES0777;Ressource 0777;T02;T02-S01;SOC01;Externe;ADC;2025-08-29;;710;907;0,9987;0,0865;1,00
RES0778;Ressource 0778;T03;T03-S04;SOC06;Externe;ADC;2025-01-27;;777;947;0,8557;0,1709;0,50
RES0779;Ressource 0779;T02;T02-S03;SOC02;Externe;PU;2025-01-25;;804;1005;0,6889;0,1393;1,00
RES0780;Ressource 0780;T12;T12-S04;SOC02;Externe;ADC;2026-01-01;;759;1016;0,8327;0,1545;0,80
RES0781;Ressource 0781;T08;T08-S05;SOC05;Externe;ADC;2026-03-20;;624;823;0,6210;0,1276;1,00
RES0782;Ressource 0782;T03;T03-S05;SOC99;Interne;Interne;2026-01-01;2027-07-12;508;606;0,9349;0,0393;0,80
RES0783;Ressource 0783;T02;T02-S03;SOC01;Externe;ADC;2024-05-04;;504;559;0,7436;0,0882;0,80
RES0784;Ressource 0784;T11;T11-S03;SOC01;Externe;ADC;2022-12-09;;582;713;0,8557;0,0615;1,00
RES0785;Ressource 0785;T01;T01-S05;SOC01;Externe;ADC;2023-10-24;;565;622;0,7676;0,1637;1,00
RES0786;Ressource 0786;T04;T04-S01;SOC99;Interne;Interne;2024-07-10;;605;722;0,6825;0,0714;1,00
RES0787;Ressource 0787;T11;T11-S01;SOC01;Externe;ADC;2024-07-07;2027-05-27;491;654;0,7686;0,0860;0,50
RES0788;Ressource 0788;T01;T01-S04;SOC03;Externe;ADC;2023-02-13;;565;708;0,7382;0,0309;0,60
RES0789;Ressource 0789;T02;T02-S01;SOC05;Externe;ADC;2023-09-06;;742;796;0,9431;0,1386;0,60
RES0790;Ressource 0790;T03;T03-S05;SOC01;Externe;ADC;2022-11-11;2025-12-27;489;587;0,9698;0,1875;1,00
RES0791;Ressource 0791;T02;T02-S01;SOC01;Externe;PU;2024-03-06;2027-05-02;720;785;0,9708;0,0718;0,60
RES0792;Ressource 0792;T02;T02-S03;SOC03;Externe;ADC;2025-08-19;;752;807;0,7949;0,1025;0,50
RES0793;Ressource 0793;T08;T08-S05;SOC99;Alternant;Alternant;2025-05-07;;254;304;0,9221;0,1769;0,60
RES0794;Ressource 0794;T05;T05-S03;SOC01;Externe;PU;2022-10-05;2025-12-18;895;1162;0,9280;0,1374;1,00
RES0795;Ressource 0795;T08;T08-S04;SOC99;Alternant;Alternant;2025-12-16;2026-09-26;198;248;0,8819;0,0042;0,80
RES0796;Ressource 0796;T03;T03-S03;SOC06;Externe;ADC;2023-04-04;;513;673;0,7971;0,0436;0,60
RES0797;Ressource 0797;T11;T11-S01;SOC01;Externe;PU;2024-01-21;;836;1093;0,6733;0,0931;1,00
RES0798;Ressource 0798;T06;T06-S04;SOC01;Externe;ADC;2025-01-19;;736;853;0,9031;0,1608;1,00
RES0799;Ressource 0799;T01;T01-S03;SOC01;Externe;ADC;2026-01-11;;492;589;0,9369;0,0347;0,60
RES0800;Ressource 0800;T04;T04-S05;SOC01;Externe;PU;2023-12-28;;940;1239;0,7214;0,0839;1,00
RES0801;Ressource 0801;T03;T03-S03;SOC02;Externe;ADC;2025-07-07;;558;668;0,8203;0,0514;0,50
RES0802;Ressource 0802;T04;T04-S03;SOC05;Externe;ADC;2024-09-30;;628;786;0,8482;0,1432;0,50
RES0803;Ressource 0803;T01;T01-S01;SOC02;Externe;PU;2024-11-02;;639;846;0,9545;0,0311;1,00
RES0804;Ressource 0804;T04;T04-S05;SOC01;Externe;ADC;2022-08-12;;653;816;0,7021;0,1351;0,50
RES0805;Ressource 0805;T01;T01-S01;SOC99;Alternant;Alternant;2025-08-01;;199;224;0,7170;0,0080;0,80
RES0806;Ressource 0806;T06;T06-S05;SOC99;Interne;Interne;2023-07-30;;436;559;0,6871;0,1247;1,00
RES0807;Ressource 0807;T04;T04-S05;SOC01;Externe;ADC;2024-07-26;;492;604;0,7509;0,1610;0,80
RES0808;Ressource 0808;T08;T08-S03;SOC04;Externe;PU;2023-08-30;2027-04-03;965;1120;0,7823;0,0483;1,00
RES0809;Ressource 0809;T05;T05-S05;SOC01;Externe;ADC;2024-04-04;;630;722;0,7065;0,0157;1,00
RES0810;Ressource 0810;T01;T01-S04;SOC99;Interne;Interne;2022-10-08;;451;496;0,9148;0,0868;0,60
RES0811;Ressource 0811;T04;T04-S05;SOC02;Externe;ADC;2024-03-16;;727;978;0,6854;0,1877;0,50
RES0812;Ressource 0812;T11;T11-S02;SOC02;Externe;ADC;2025-07-16;;509;683;0,9883;0,1293;0,50
RES0813;Ressource 0813;T02;T02-S05;SOC99;Interne;Interne;2025-03-01;;527;618;0,9322;0,0473;1,00
RES0814;Ressource 0814;T01;T01-S05;SOC01;Externe;ADC;2024-09-03;;741;812;0,8819;0,1037;0,60
RES0815;Ressource 0815;T04;T04-S04;SOC01;Externe;PU;2023-07-10;;700;789;0,6791;0,1748;0,50
RES0816;Ressource 0816;T08;T08-S02;SOC01;Externe;PU;2023-12-03;;707;824;0,9041;0,1839;1,00
RES0817;Ressource 0817;T05;T05-S04;SOC04;Externe;ADC;2024-08-15;;642;757;0,8595;0,1514;0,50
RES0818;Ressource 0818;T02;T02-S01;SOC99;Alternant;Alternant;2023-06-21;;245;286;0,7352;0,0076;0,80
RES0819;Ressource 0819;T01;T01-S05;SOC02;Externe;ADC;2025-12-29;;756;973;0,6737;0,0317;1,00
RES0820;Ressource 0820;T02;T02-S03;SOC99;Interne;Interne;2023-03-05;2025-08-02;431;461;0,7846;0,0508;1,00
RES0821;Ressource 0821;T03;T03-S04;SOC99;Interne;Interne;2025-10-17;;457;617;0,7110;0,1220;0,60
RES0822;Ressource 0822;T01;T01-S01;SOC99;Interne;Interne;2025-09-08;;575;720;0,9400;0,0371;1,00
RES0823;Ressource 0823;T02;T02-S01;SOC03;Externe;PU;2024-03-02;;669;754;0,8732;0,0343;1,00
RES0824;Ressource 0824;T07;T07-S03;SOC99;Interne;Interne;2023-09-01;;564;731;0,6891;0,1677;0,80
RES0825;Ressource 0825;T03;T03-S05;SOC99;Interne;Interne;2025-07-13;;555;672;0,9978;0,0874;0,60
RES0826;Ressource 0826;T04;T04-S02;SOC99;Interne;Interne;2025-09-17;2027-03-29;597;796;0,6265;0,0880;1,00
RES0827;Ressource 0827;T04;T04-S01;SOC05;Externe;ADC;2023-01-08;;540;627;0,7191;0,0657;1,00
RES0828;Ressource 0828;T05;T05-S05;SOC03;Externe;PU;2023-10-15;;629;817;0,6503;0,1041;1,00
RES0829;Ressource 0829;T09;T09-S05;SOC02;Externe;ADC;2025-03-25;2027-07-31;780;1006;0,6336;0,1773;1,00
RES0830;Ressource 0830;T03;T03-S02;SOC03;Externe;ADC;2025-04-05;;581;767;0,6398;0,0332;0,80
RES0831;Ressource 0831;T04;T04-S03;SOC99;Interne;Interne;2024-11-30;2025-05-20;539;662;0,7329;0,0621;1,00
RES0832;Ressource 0832;T08;T08-S03;SOC99;Interne;Interne;2024-10-28;;459;572;0,9393;0,0046;1,00
RES0833;Ressource 0833;T09;T09-S03;SOC01;Externe;ADC;2024-01-13;;687;863;0,7796;0,1865;0,80
RES0834;Ressource 0834;T08;T08-S04;SOC01;Externe;ADC;2023-07-14;;683;890;0,8571;0,0185;1,00
RES0835;Ressource 0835;T03;T03-S03;SOC01;Externe;ADC;2025-08-16;;589;729;0,9905;0,1598;1,00
RES0836;Ressource 0836;T04;T04-S02;SOC99;Interne;Interne;2023-01-12;;454;555;0,9838;0,0436;1,00
RES0837;Ressource 0837;T04;T04-S05;SOC03;Externe;ADC;2024-05-24;2027-03-04;679;898;0,9966;0,0340;1,00
RES0838;Ressource 0838;T02;T02-S02;SOC02;Externe;ADC;2023-01-20;;670;809;0,7464;0,0426;1,00
RES0839;Ressource 0839;T04;T04-S05;SOC01;Externe;PU;2025-12-08;;658;786;0,6298;0,0573;1,00
RES0840;Ressource 0840;T10;T10-S05;SOC01;Externe;ADC;2023-05-08;;518;642;0,9572;0,0170;1,00
RES0841;Ressource 0841;T10;T10-S04;SOC02;Externe;PU;2023-11-25;;965;1241;0,8663;0,1390;0,80
RES0842;Ressource 0842;T09;T09-S03;SOC99;Interne;Interne;2023-06-20;2026-08-26;393;493;0,6879;0,0725;1,00
RES0843;Ressource 0843;T12;T12-S02;SOC01;Externe;PU;2024-01-24;;927;1005;0,6435;0,1718;1,00
RES0844;Ressource 0844;T03;T03-S03;SOC01;Externe;ADC;2025-05-10;2026-04-09;631;720;0,9010;0,0081;0,60
RES0845;Ressource 0845;T02;T02-S02;SOC03;Externe;ADC;2025-02-05;;646;788;0,9552;0,1403;0,50
RES0846;Ressource 0846;T07;T07-S05;SOC01;Externe;PU;2022-11-17;;850;1065;0,7547;0,0911;1,00
RES0847;Ressource 0847;T06;T06-S03;SOC02;Externe;ADC;2022-07-18;;521;582;0,8855;0,1843;1,00
RES0848;Ressource 0848;T04;T04-S03;SOC01;Externe;ADC;2025-02-06;;639;792;0,9584;0,0292;1,00
RES0849;Ressource 0849;T05;T05-S02;SOC99;Alternant;Alternant;2025-09-06;;217;266;0,8735;0,1458;1,00
RES0850;Ressource 0850;T04;T04-S05;SOC01;Externe;ADC;2024-07-25;2027-06-13;632;775;0,7134;0,0556;1,00
RES0851;Ressource 0851;T12;T12-S01;SOC02;Externe;PU;2024-03-24;2027-04-16;874;1101;0,6569;0,0909;0,80
RES0852;Ressource 0852;T10;T10-S05;SOC03;Externe;ADC;2024-12-08;2026-09-29;653;869;0,9457;0,1115;1,00
RES0853;Ressource 0853;T06;T06-S04;SOC99;Interne;Interne;2024-08-11;;616;722;0,7484;0,0092;1,00
RES0854;Ressource 0854;T02;T02-S04;SOC03;Externe;ADC;2024-07-18;;732;884;0,8969;0,0165;1,00
RES0855;Ressource 0855;T08;T08-S05;SOC05;Externe;ADC;2025-11-04;;771;1021;0,8582;0,0256;1,00
RES0856;Ressource 0856;T04;T04-S02;SOC01;Externe;ADC;2024-08-22;;631;733;0,8763;0,0964;1,00
RES0857;Ressource 0857;T01;T01-S04;SOC02;Externe;ADC;2023-08-29;2027-03-12;558;590;0,6260;0,1365;1,00
RES0858;Ressource 0858;T03;T03-S04;SOC01;Externe;ADC;2025-07-20;;720;838;0,8165;0,0676;0,60
RES0859;Ressource 0859;T01;T01-S01;SOC99;Interne;Interne;2023-06-06;2026-02-16;602;701;0,6882;0,0646;0,50
RES0860;Ressource 0860;T08;T08-S01;SOC03;Externe;ADC;2024-11-12;;507;536;0,7598;0,0935;1,00
RES0861;Ressource 0861;T03;T03-S02;SOC01;Externe;PU;2023-06-28;;907;1123;0,8598;0,0837;1,00
RES0862;Ressource 0862;T02;T02-S05;SOC02;Externe;ADC;2024-11-08;;612;740;0,9755;0,0177;0,50
RES0863;Ressource 0863;T03;T03-S04;SOC99;Interne;Interne;2024-01-05;;466;618;0,6641;0,0175;0,80
RES0864;Ressource 0864;T11;T11-S01;SOC01;Externe;ADC;2023-12-25;;564;690;0,7621;0,1698;1,00
RES0865;Ressource 0865;T01;T01-S02;SOC05;Externe;PU;2022-08-29;;847;936;0,7123;0,0557;0,50
RES0866;Ressource 0866;T08;T08-S01;SOC99;Interne;Interne;2025-07-18;;440;520;0,7047;0,1651;1,00
RES0867;Ressource 0867;T07;T07-S01;SOC99;Interne;Interne;2025-02-12;;543;689;0,9306;0,0916;0,60
RES0868;Ressource 0868;T04;T04-S03;SOC06;Externe;ADC;2024-07-06;;709;889;0,7429;0,1648;1,00
RES0869;Ressource 0869;T03;T03-S03;SOC99;Interne;Interne;2025-01-18;2025-09-03;535;629;0,9974;0,1821;1,00
RES0870;Ressource 0870;T08;T08-S04;SOC02;Externe;PU;2025-10-22;;646;771;0,9714;0,1434;1,00
RES0871;Ressource 0871;T01;T01-S05;SOC01;Externe;ADC;2022-09-02;;770;824;0,8919;0,1060;0,50
RES0872;Ressource 0872;T02;T02-S03;SOC99;Interne;Interne;2026-03-28;;574;646;0,8120;0,1453;0,50
RES0873;Ressource 0873;T04;T04-S02;SOC05;Externe;ADC;2025-07-21;;528;599;0,7436;0,1769;1,00
RES0874;Ressource 0874;T06;T06-S04;SOC01;Externe;ADC;2022-07-23;2027-01-16;709;758;0,8193;0,0932;0,60
RES0875;Ressource 0875;T05;T05-S04;SOC02;Externe;PU;2025-05-14;2027-07-11;832;1099;0,8169;0,0215;0,60
RES0876;Ressource 0876;T06;T06-S03;SOC03;Externe;PU;2024-12-27;;789;900;0,6209;0,0905;0,80
RES0877;Ressource 0877;T08;T08-S02;SOC99;Interne;Interne;2025-09-04;;600;660;0,8235;0,1205;1,00
RES0878;Ressource 0878;T05;T05-S05;SOC01;Externe;ADC;2022-09-06;;670;775;0,7437;0,1568;0,60
RES0879;Ressource 0879;T12;T12-S02;SOC04;Externe;ADC;2022-08-25;2026-03-02;519;616;0,9218;0,1798;1,00
RES0880;Ressource 0880;T02;T02-S01;SOC06;Externe;ADC;2025-05-03;;651;721;0,8245;0,1430;0,60
RES0881;Ressource 0881;T03;T03-S03;SOC03;Externe;PU;2022-10-25;;841;885;0,7361;0,1516;0,50
RES0882;Ressource 0882;T01;T01-S05;SOC99;Interne;Interne;2024-05-05;;539;639;0,9401;0,0112;1,00
RES0883;Ressource 0883;T01;T01-S03;SOC99;Interne;Interne;2024-01-25;;599;774;0,8699;0,0677;1,00
RES0884;Ressource 0884;T07;T07-S02;SOC01;Externe;PU;2025-02-16;2026-11-04;978;1252;0,6305;0,0101;0,60
RES0885;Ressource 0885;T08;T08-S02;SOC04;Externe;ADC;2022-10-21;;655;793;0,9941;0,0515;0,80
RES0886;Ressource 0886;T02;T02-S04;SOC02;Externe;ADC;2025-08-27;;657;711;0,7893;0,0365;1,00
RES0887;Ressource 0887;T04;T04-S05;SOC04;Externe;PU;2023-01-22;;639;857;0,7608;0,0220;0,60
